0.89100652 0.83975586 0.80423488 0.78064660 0.76590566 0.75760324 0.75390940 0.75345599 0.75522709 0.75846835 0.76261689 0.76724908 0.77204249 0.77674840 0.78117221 0.78515962 0.78858726 0.79135678 0.79339161 0.79463581 0.79505458 0.79463581 0.79339161 0.79135678 0.78858726 0.78515962 0.78117221 0.77674840 0.77204249 0.76724908 0.76261689 0.75846835 0.75522709 0.75345599 0.75390940 0.75760324 0.76590566 0.78064660 0.80423488 0.83975586 0.89100652
0.80901699 0.77314947 0.75105608 0.73874072 0.73314264 0.73204474 0.73389459 0.73762191 0.74248965 0.74798496 0.75374424 0.75950327 0.76506449 0.77027581 0.77501683 0.77919010 0.78271575 0.78552855 0.78757666 0.78882167 0.78923947 0.78882167 0.78757666 0.78552855 0.78271575 0.77919010 0.77501683 0.77027581 0.76506449 0.75950327 0.75374424 0.74798496 0.74248965 0.73762191 0.73389459 0.73204474 0.73314264 0.73874072 0.75105608 0.77314947 0.80901699
0.70710678 0.69158060 0.68704409 0.68919172 0.69507745 0.70285369 0.71142669 0.72017214 0.72874004 0.73693353 0.74463793 0.75178104 0.75831168 0.76418855 0.76937490 0.77383638 0.77754064 0.78045802 0.78256274 0.78383448 0.78425996 0.78383448 0.78256274 0.78045802 0.77754064 0.77383638 0.76937490 0.76418855 0.75831168 0.75178104 0.74463793 0.73693353 0.72874004 0.72017214 0.71142669 0.70285369 0.69507745 0.68919172 0.68704409 0.69158060 0.70710678
0.58778525 0.59824013 0.61566315 0.63531140 0.65461408 0.67243718 0.68842974 0.70260825 0.71513092 0.72618773 0.73595279 0.74456763 0.75213887 0.75874181 0.76442605 0.76922132 0.77314285 0.77619609 0.77838060 0.77969339 0.78013141 0.77969339 0.77838060 0.77619609 0.77314285 0.76922132 0.76442605 0.75874181 0.75213887 0.74456763 0.73595279 0.72618773 0.71513092 0.70260825 0.68842974 0.67243718 0.65461408 0.63531140 0.61566315 0.59824013 0.58778525
0.45399050 0.49748754 0.54167239 0.58144690 0.61535076 0.64361727 0.66705387 0.68654360 0.70286294 0.71663652 0.72834409 0.73834353 0.74689591 0.75418782 0.76034972 0.76547042 0.76960844 0.77280079 0.77506957 0.77642699 0.77687891 0.77642699 0.77506957 0.77280079 0.76960844 0.76547042 0.76034972 0.75418782 0.74689591 0.73834353 0.72834409 0.71663652 0.70286294 0.68654360 0.66705387 0.64361727 0.61535076 0.58144690 0.54167239 0.49748754 0.45399050
0.30901699 0.39584438 0.47191774 0.53330482 0.58160008 0.61952360 0.64953990 0.67358082 0.69308642 0.70910923 0.72241173 0.73354317 0.74289695 0.75075279 0.75730760 0.76269813 0.76701763 0.77032818 0.77266963 0.77406607 0.77453023 0.77406607 0.77266963 0.77032818 0.76701763 0.76269813 0.75730760 0.75075279 0.74289695 0.73354317 0.72241173 0.70910923 0.69308642 0.67358082 0.64953990 0.61952360 0.58160008 0.53330482 0.47191774 0.39584438 0.30901699
0.15643447 0.30489170 0.41679507 0.49820864 0.55818270 0.60330535 0.63797535 0.66513250 0.68677624 0.70428955 0.71864087 0.73051348 0.74039102 0.74861549 0.75542768 0.76099565 0.76543516 0.76882441 0.77121461 0.77263741 0.77310988 0.77263741 0.77121461 0.76882441 0.76543516 0.76099565 0.75542768 0.74861549 0.74039102 0.73051348 0.71864087 0.70428955 0.68677624 0.66513250 0.63797535 0.60330535 0.55818270 0.49820864 0.41679507 0.30489170 0.15643447
0.00000000 0.25048465 0.39215522 0.48454607 0.54961180 0.59753571 0.63392033 0.66219494 0.68459442 0.70263025 0.71734750 0.72947800 0.73953752 0.74789006 0.75479172 0.76042147 0.76490286 0.76831967 0.77072699 0.77215907 0.77263447 0.77215907 0.77072699 0.76831967 0.76490286 0.76042147 0.75479172 0.74789006 0.73953752 0.72947800 0.71734750 0.70263025 0.68459442 0.66219494 0.63392033 0.59753571 0.54961180 0.48454607 0.39215522 0.25048465 0.00000000
0.15643447 0.30489170 0.41679507 0.49820864 0.55818270 0.60330535 0.63797535 0.66513250 0.68677624 0.70428955 0.71864087 0.73051348 0.74039102 0.74861549 0.75542768 0.76099565 0.76543516 0.76882441 0.77121461 0.77263741 0.77310988 0.77263741 0.77121461 0.76882441 0.76543516 0.76099565 0.75542768 0.74861549 0.74039102 0.73051348 0.71864087 0.70428955 0.68677624 0.66513250 0.63797535 0.60330535 0.55818270 0.49820864 0.41679507 0.30489170 0.15643447
0.30901699 0.39584438 0.47191774 0.53330482 0.58160008 0.61952360 0.64953990 0.67358082 0.69308642 0.70910923 0.72241173 0.73354317 0.74289695 0.75075279 0.75730760 0.76269813 0.76701763 0.77032818 0.77266963 0.77406607 0.77453023 0.77406607 0.77266963 0.77032818 0.76701763 0.76269813 0.75730760 0.75075279 0.74289695 0.73354317 0.72241173 0.70910923 0.69308642 0.67358082 0.64953990 0.61952360 0.58160008 0.53330482 0.47191774 0.39584438 0.30901699
0.45399050 0.49748754 0.54167239 0.58144690 0.61535076 0.64361727 0.66705387 0.68654360 0.70286294 0.71663652 0.72834409 0.73834353 0.74689591 0.75418782 0.76034972 0.76547042 0.76960844 0.77280079 0.77506957 0.77642699 0.77687891 0.77642699 0.77506957 0.77280079 0.76960844 0.76547042 0.76034972 0.75418782 0.74689591 0.73834353 0.72834409 0.71663652 0.70286294 0.68654360 0.66705387 0.64361727 0.61535076 0.58144690 0.54167239 0.49748754 0.45399050
0.58778525 0.59824013 0.61566315 0.63531140 0.65461408 0.67243718 0.68842974 0.70260825 0.71513092 0.72618773 0.73595279 0.74456763 0.75213887 0.75874181 0.76442605 0.76922132 0.77314285 0.77619609 0.77838060 0.77969339 0.78013141 0.77969339 0.77838060 0.77619609 0.77314285 0.76922132 0.76442605 0.75874181 0.75213887 0.74456763 0.73595279 0.72618773 0.71513092 0.70260825 0.68842974 0.67243718 0.65461408 0.63531140 0.61566315 0.59824013 0.58778525
0.70710678 0.69158060 0.68704409 0.68919172 0.69507745 0.70285369 0.71142669 0.72017214 0.72874004 0.73693353 0.74463793 0.75178104 0.75831168 0.76418855 0.76937490 0.77383638 0.77754064 0.78045802 0.78256274 0.78383448 0.78425996 0.78383448 0.78256274 0.78045802 0.77754064 0.77383638 0.76937490 0.76418855 0.75831168 0.75178104 0.74463793 0.73693353 0.72874004 0.72017214 0.71142669 0.70285369 0.69507745 0.68919172 0.68704409 0.69158060 0.70710678
0.80901699 0.77314947 0.75105608 0.73874072 0.73314264 0.73204474 0.73389459 0.73762191 0.74248965 0.74798496 0.75374424 0.75950327 0.76506449 0.77027581 0.77501683 0.77919010 0.78271575 0.78552855 0.78757666 0.78882167 0.78923947 0.78882167 0.78757666 0.78552855 0.78271575 0.77919010 0.77501683 0.77027581 0.76506449 0.75950327 0.75374424 0.74798496 0.74248965 0.73762191 0.73389459 0.73204474 0.73314264 0.73874072 0.75105608 0.77314947 0.80901699
0.89100652 0.83975586 0.80423488 0.78064660 0.76590566 0.75760324 0.75390940 0.75345599 0.75522709 0.75846835 0.76261689 0.76724908 0.77204249 0.77674840 0.78117221 0.78515962 0.78858726 0.79135678 0.79339161 0.79463581 0.79505458 0.79463581 0.79339161 0.79135678 0.78858726 0.78515962 0.78117221 0.77674840 0.77204249 0.76724908 0.76261689 0.75846835 0.75522709 0.75345599 0.75390940 0.75760324 0.76590566 0.78064660 0.80423488 0.83975586 0.89100652
0.95105652 0.88901612 0.84402131 0.81240402 0.79108656 0.77756324 0.76984123 0.76636174 0.76591876 0.76758498 0.77064927 0.77456598 0.77891500 0.78337083 0.78767904 0.79163891 0.79509093 0.79790863 0.79999387 0.80127498 0.80170721 0.80127498 0.79999387 0.79790863 0.79509093 0.79163891 0.78767904 0.78337083 0.77891500 0.77456598 0.77064927 0.76758498 0.76591876 0.76636174 0.76984123 0.77756324 0.79108656 0.81240402 0.84402131 0.88901612 0.95105652
0.98768834 0.91922135 0.86857823 0.83217928 0.80696854 0.79039817 0.78038689 0.77526257 0.77369928 0.77465607 0.77732154 0.78106597 0.78540119 0.78994788 0.79440951 0.79855227 0.80219046 0.80517651 0.80739536 0.80876239 0.80922432 0.80876239 0.80739536 0.80517651 0.80219046 0.79855227 0.79440951 0.78994788 0.78540119 0.78106597 0.77732154 0.77465607 0.77369928 0.77526257 0.78038689 0.79039817 0.80696854 0.83217928 0.86857823 0.91922135 0.98768834
1.00000000 0.92929147 0.87670807 0.83873829 0.81235815 0.79501354 0.78458593 0.77934648 0.77790456 0.77915532 0.78223004 0.78645088 0.79129131 0.79634232 0.80128461 0.80586656 0.80988783 0.81318827 0.81564167 0.81715402 0.81766527 0.81715402 0.81564167 0.81318827 0.80988783 0.80586656 0.80128461 0.79634232 0.79129131 0.78645088 0.78223004 0.77915532 0.77790456 0.77934648 0.78458593 0.79501354 0.81235815 0.83873829 0.87670807 0.92929147 1.00000000
0.98768834 0.91875950 0.86781551 0.83140922 0.80656164 0.79074047 0.78182838 0.77808321 0.77809337 0.78073143 0.78510853 0.79053140 0.79646317 0.80248887 0.80828612 0.81360142 0.81823228 0.82201524 0.82481947 0.82654555 0.82712874 0.82654555 0.82481947 0.82201524 0.81823228 0.81360142 0.80828612 0.80248887 0.79646317 0.79053140 0.78510853 0.78073143 0.77809337 0.77808321 0.78182838 0.79074047 0.80656164 0.83140922 0.86781551 0.91875950 0.98768834
0.95105652 0.88776137 0.84188617 0.81006028 0.78936922 0.77732947 0.77185749 0.77123326 0.77406003 0.77922206 0.78584205 0.79323987 0.80089362 0.80840439 0.81546553 0.82183725 0.82732746 0.83177888 0.83506270 0.83707837 0.83775857 0.83707837 0.83506270 0.83177888 0.82732746 0.82183725 0.81546553 0.80840439 0.80089362 0.79323987 0.78584205 0.77922206 0.77406003 0.77123326 0.77185749 0.77732947 0.78936922 0.81006028 0.84188617 0.88776137 0.95105652
0.89100652 0.83701960 0.79946620 0.77508023 0.76104025 0.75494190 0.75476714 0.75885000 0.76583945 0.77466045 0.78447398 0.79463724 0.80466508 0.81419395 0.82294973 0.83072068 0.83733673 0.84265581 0.84655764 0.84894456 0.84974882 0.84894456 0.84655764 0.84265581 0.83733673 0.83072068 0.82294973 0.81419395 0.80466508 0.79463724 0.78447398 0.77466045 0.76583945 0.75885000 0.75476714 0.75494190 0.76104025 0.77508023 0.79946620 0.83701960 0.89100652
0.80901699 0.76781624 0.74163530 0.72735459 0.72228441 0.72413651 0.73099327 0.74127489 0.75370503 0.76727496 0.78120652 0.79491415 0.80796709 0.82005279 0.83094348 0.84046736 0.84848635 0.85488147 0.85954662 0.86239078 0.86334757 0.86239078 0.85954662 0.85488147 0.84848635 0.84046736 0.83094348 0.82005279 0.80796709 0.79491415 0.78120652 0.76727496 0.75370503 0.74127489 0.73099327 0.72413651 0.72228441 0.72735459 0.74163530 0.76781624 0.80901699
0.70710678 0.68195458 0.66997167 0.66823553 0.67423681 0.68584952 0.70129823 0.71912535 0.73815912 0.75748144 0.77639457 0.79438608 0.81109270 0.82626408 0.83972842 0.85136232 0.86106688 0.86875212 0.87433066 0.87772106 0.87885992 0.87772106 0.87433066 0.86875212 0.86106688 0.85136232 0.83972842 0.82626408 0.81109270 0.79438608 0.77639457 0.75748144 0.73815912 0.71912535 0.70129823 0.68584952 0.67423681 0.66823553 0.66997167 0.68195458 0.70710678
0.58778525 0.58171282 0.58651160 0.59950665 0.61842718 0.64136789 0.66674783 0.69327493 0.71991585 0.74586827 0.77053277 0.79348242 0.81442980 0.83319249 0.84965901 0.86375790 0.87543280 0.88462580 0.89127104 0.89529881 0.89664999 0.89529881 0.89127104 0.88462580 0.87543280 0.86375790 0.84965901 0.83319249 0.81442980 0.79348242 0.77053277 0.74586827 0.71991585 0.69327493 0.66674783 0.64136789 0.61842718 0.59950665 0.58651160 0.58171282 0.58778525
0.45399050 0.46979790 0.49371166 0.52334748 0.55674540 0.59229642 0.62868077 0.66482546 0.69987584 0.73317353 0.76423525 0.79272905 0.81844680 0.84127345 0.86115526 0.87806980 0.89200108 0.90292255 0.91079043 0.91554822 0.91714243 0.91554822 0.91079043 0.90292255 0.89200108 0.87806980 0.86115526 0.84127345 0.81844680 0.79272905 0.76423525 0.73317353 0.69987584 0.66482546 0.62868077 0.59229642 0.55674540 0.52334748 0.49371166 0.46979790 0.45399050
0.30901699 0.34931712 0.39442754 0.44230488 0.49140571 0.54051922 0.58867048 0.63507072 0.67909222 0.72025361 0.75820718 0.79272368 0.82367258 0.85099813 0.87469291 0.89477177 0.91124941 0.92412467 0.93337397 0.93895531 0.94082331 0.93895531 0.93337397 0.92412467 0.91124941 0.89477177 0.87469291 0.85099813 0.82367258 0.79272368 0.75820718 0.72025361 0.67909222 0.63507072 0.58867048 0.54051922 0.49140571 0.44230488 0.39442754 0.34931712 0.30901699
0.15643447 0.22381317 0.29193256 0.35927667 0.42490974 0.48815462 0.54847870 0.60545122 0.65872739 0.70804243 0.75320739 0.79410302 0.83066974 0.86289391 0.89079132 0.91439013 0.93371551 0.94877854 0.95957120 0.96606873 0.96824019 0.96606873 0.95957120 0.94877854 0.93371551 0.91439013 0.89079132 0.86289391 0.83066974 0.79410302 0.75320739 0.70804243 0.65872739 0.60545122 0.54847870 0.48815462 0.42490974 0.35927667 0.29193256 0.22381317 0.15643447
0.00000000 0.09750000 0.19000000 0.27750000 0.36000000 0.43750000 0.51000000 0.57750000 0.64000000 0.69750000 0.75000000 0.79750000 0.84000000 0.87750000 0.91000000 0.93750000 0.96000000 0.97750000 0.99000000 0.99750000 1.00000000 0.99750000 0.99000000 0.97750000 0.96000000 0.93750000 0.91000000 0.87750000 0.84000000 0.79750000 0.75000000 0.69750000 0.64000000 0.57750000 0.51000000 0.43750000 0.36000000 0.27750000 0.19000000 0.09750000 0.00000000
